hbzId,subject,title,otherTitleInformation,corporateBodyForTitle
HT003146970,NULL,Kulturarbeit in Klein- und Mittelstädten,"Referate u. Statements d. Tagung ""Kultur in Klein- u. Mittelstädten - Konsumartikel oder Lebensraum?"", vom 17. - 19.10.1986 in d. Evang. Akad. Iserlohn",NULL
BT000076994,NULL,Schulentwicklungsplan,NULL,NULL
HT012841008,NULL,Kommunale Partnerschaften mit der Dritten Welt,"Tagung der Evangel. Akad. Iserlohn vom 26.-27. Mai 1986 in Haus Ortlohn, Iserlohn",NULL
HT015029676,NULL,Südlohn,"""Sachen zum Marktplatz schaffen!""",NULL
HT012838448,NULL,Deutscher Mühlentag,NULL,NULL
HT013910623,NULL,"Prospect, BrG: Branchenbericht Gastgewerbe",NULL,NULL
HT013910625,NULL,"Prospect, BrK: Branchenbericht Krankenhäuser",Strukturen - Personalbedarfe - Aus- und Weiterbildung - Förderhilfen,NULL
HT013910629,NULL,"Prospect, BrS: Branchenbericht Sozialwesen",Strukturen - Personalbedarfe - Aus- und Weiterbildung - Förderhilfen,NULL
HT013910638,NULL,"Prospect, BrZ: Branchenbericht Zahnarztpraxen",Strukturen - Personalbedarfe - Aus- und Weiterbildung - Förderhilfen,NULL
HT014982173,NULL,Eun Nim Ro,poetische Zeichen,NULL
HT014981653,NULL,Vase ecstasy - Laughing all the same,NULL,NULL
HT014982008,NULL,de-constructive,NULL,NULL
HT013552336,NULL,Bad Driburg '86 - Fortbildungstagung für Lehrer u. Ausbilder d. Bergbaus,vom 27. - 29. Okt. 1986,NULL
HT018112072,NULL,"Schwerpunktthema: History sells. Stadt, Raum, Identität",NULL,NULL
HT017482735,NULL,103. MNU-Bundeskongress,"1. bis 5. April 2012, Freiburg",NULL
BT000170734,NULL,Innere Mission und Volkskirche bei Johann Hinrich Wichern und heute,NULL,NULL
HT014981675,NULL,The attack of constructivist forms,the losing and gaining of control in two photo series by Anna and Bernhard Blume,NULL
HT014982038,NULL,On the drawings of Anna and Bernhard Blume,NULL,NULL
HT014982220,NULL,Demographische Entwicklungen in Nordrhein-Westfalen,Befunde - Prognosen - Erklärungsansätze,NULL
HT014982229,NULL,Folgen des demographischen Wandels in Nordrhein-Westfalen für die Wohnungsmärkte,NULL,NULL
HT014982231,NULL,Folgen des demographischen Wandels in Nordrhein-Westfalen für die technische Infrastruktur,eine qualitative Abschätzung der Anpassungskosten,NULL
HT014981424,NULL,Anfänge der Luftbildfotografie,NULL,NULL
HT014804039,NULL,Aktuelle hochschulrechtliche Fragen aus dem Wissenschaftsrecht,"unter Berücksichtigung europarechtlicher Bezüge; Wochenendseminar im Wissenschaftsrecht ; 2. und 3. Juli 1993, Jugendburg Gemen, Kreis Borken",NULL
HT017703888,NULL,Art Cologne,"47. Internationaler Kunstmarkt, 19. - 22. April 2013",NULL
HT014981600,NULL,Dahl im Zweiten Weltkrieg - ein Augenzeugenbericht,NULL,NULL
HT014981611,NULL,Luftaufnahmen Salzkotten und Upsprunge 1945 / 2000,NULL,NULL
HT015381255,NULL,Vom Jugendaufruf ´83 und sozialer Reproduktion,NULL,NULL
HT015381263,NULL,Fast wie ein richtiges Klassentreffen ...,NULL,NULL
HT015381267,NULL,Brief an eine biografisch bedeutsame Einrichtung,NULL,NULL
HT003994373,NULL,Topographische Karte 1:100000,Topographische Karte,NULL
HT003713753,NULL,Geldrische Heimatkalender,NULL,NULL
HT015800560,NULL,Renovata Statuta Ruralis Capituli Rottgau Archidioecesis Moguntinae,NULL,NULL
HT015803061,NULL,"Het Leven, Deughden Ende Mirakelen, Vanden H. Petrus De Alcantara Belyder, Van Het Ordre Der Minder-Broeders",NULL,NULL
HT015857673,NULL,Bildung ist kleinräumig,Analyse amtlicher Schuldaten im Ruhrgebiet,NULL
HT006771876,NULL,Europäische Rechtssetzung zum Umweltschutz,Auswirkung auf die betriebliche Praxis,NULL
HT018988750,NULL,Unsere Schule ist 100 Jahre alt,NULL,NULL
HT011067242,NULL,"Die Regesten der Erzbischöfe von Köln im Mittelalter, 5: 1332 - 1349",(Walram von Jülich),NULL
HT015292528,NULL,Mobilitätsmarketing in einer Mittelstadt: Das Beispiel Hürth,(SVH-ServiceCenter),NULL
HT017722264,NULL,Der westliche Bodensee und der 9. Meridian,eine frühgeschichtliche Anlage des alteuropäischen Mutterkultes am westlichen Bodensee (9. Meridian),NULL
HT019342614,NULL,Schriftenreihe des Brücke e.V.,NULL,NULL
HT015026024,NULL,"Albertus Magnus, Über Theologie als Wissenschaft",NULL,NULL
HT015026462,NULL,Stationen,NULL,NULL
HT015022479,NULL,Begrüßung der Festversammlung während der Jahrestagung des Vereins Literaturlandschaften e.V. am 16. April 2005 im Grabbehaus,NULL,NULL
HT013650040,NULL,Wildbahn Impressionen,NULL,NULL
HT003616338,NULL,"Stifter u. Stiftungen des Kölner Gymnasial- und Stiftungsfonds, R",NULL,NULL
HT015022217,NULL,"""Hannibal""-Miszellen",NULL,NULL
HT015022215,NULL,Grabbe auf deutschen Bühnen,NULL,NULL
HT014942315,NULL,"Bornheimer Geschichten, 1",NULL,NULL
BT000165763,NULL,Statistisches Aufgabenprogramm des Landesamtes für Datenverarbeitung und Statistik Nordrhein-Westfalen,NULL,NULL
HT019326531,NULL,Sechzehn,NULL,NULL
HT013322521,NULL,"In Sprache gebunden, 4",NULL,NULL
HT013322402,NULL,"In Sprache gebunden, 1",NULL,NULL
HT014831256,NULL,Musikstädte der Welt,NULL,NULL
HT014828485,NULL,Schuljahr 2000/2001,NULL,NULL
HT014828488,NULL,Schuljahr 1999/2000,NULL,NULL
HT015274517,NULL,Eine adventliche Hamborner Ansprache am 13. 12. 81,NULL,NULL
HT019093912,NULL,Untersuchungen zum Einfluss von IL-1β und TGF-β1 auf die Differenzierung von Fibroblasten und zur Bedeutung von blauem Licht beim Morbus Dupuytren,NULL,NULL
HT004780233,NULL,Hommage à André Burger,"compte rendu des journées de printemps du Groupe Suisse des Hydrogéologues, mai 1986",NULL
HT019388777,NULL,Money and monetary policy in overlapping generations (OLG) models,NULL,NULL
HT006985557,NULL,Düsseldorfer Illustrierte,NULL,NULL
HT006985572,NULL,Tipex,Magazin für Literatur & Kultur,NULL
HT006985583,NULL,Sänger-Kurier,Informationen d. Sängerkreises Iserlohn,NULL
HT019319294,NULL,The substantial-gain-loss-ratio and the evaluation of individual labor income,NULL,NULL
HT017576657,NULL,Goethe - Wanderers Nachtlied oder Die schmutzige Phantasie,ein Lyrik-Bildband,NULL
HT018109484,NULL,"Salzkotten 1945 - 1975, 1: Mangel, Improvisation, Aufbruch: Salzkotten 1945 - 1948",NULL,NULL
HT019079062,NULL,Spiel,NULL,NULL
HT016771490,NULL,25 km/h,noch mehr 99 beste Glossen von 1994 bis 2003,NULL
HT019066109,NULL,Of robust kleptoplasts and versatile embryoplasts,NULL,NULL
HT019066139,NULL,Electron acceleration by coherent laser pulses in periodic structures,NULL,NULL
HT019083056,NULL,"Der Hundertjährige, der aus dem Fenster stieg und verschwand",nach dem Roman von Jonas Jonasson : [Premiere 02.04.2015 im Stadttheater],NULL
HT013914054,NULL,Auch ohne Kohle voller Energie,neben Großunternhemen haben in Essen Forschungsinstitute Gewicht,NULL
HT017474278,NULL,"ISCT 2012, 6th International Symposium on Cooling Towers",NULL,NULL
HT003169649,NULL,Kommunale Entsorgung,NULL,NULL
HT016557791,NULL,"Usbekisch-deutsche Studien, 3: Sprache, Literatur, Kultur, Didaktik","4. usbekisch-deutsche Tagung, Münster, 23. - 25. November 2009",NULL
BT000087414,NULL,Forum Wirtschafts- und Arbeitsmarktstrukturen in Lippe,Analysen der Gegenwart und Perspektiven für die Zukunft ; Dokumentation,NULL
HT017732692,NULL,Amicorum societas,mélanges offerts à François Dolbeau pour son 65e anniversaire,NULL
HT017770710,NULL,"Sämtliche Romane und eine Reisebeschreibung, 2",NULL,NULL
HT013571962,NULL,Vier Reden,Dokumente 1997,NULL
HT013815377,NULL,25 Jahre Architektenkammer Nordrhein-Westfalen,NULL,NULL
HT009131610,NULL,Fließgewässer - Schutz und Entwicklung,NULL,NULL
HT017651159,NULL,Drei Rosen für den Ritter,NULL,NULL
HT015782041,NULL,"Sebastian Hein, Franz Schmidt - Abgründige Oberfläche",9. Juli - 10. August 2008 im Förderverein Aktuelle Kunst Münster ; [anlässlich der Ausstellung Abgründige Oberfläche],NULL
HT016588038,NULL,1920 - 1949,NULL,NULL
HT016581192,NULL,"Glaube, Macht und Freiheitskämpfe",500 Jahre Protestanten im Rheinland,NULL
HT007389179,NULL,L' homme et la terre,NULL,NULL
HT016760763,NULL,"Geschichte der Evangelisch-Freikirchlichen Gemeinde Velbert, Hofstraße 14",NULL,NULL
HT016186788,NULL,Vorträge und Schriften,NULL,NULL
HT018523196,NULL,This is not Berlin,"innovative künstlerische Positionen für Kevelaer ; RaumZeitPiraten, Jae Pas, Maria Gerdwilker, Barbara Hlali, Alexander Gehring ; 15. November 2013 - 16. Februar 2014",NULL
HT019092056,NULL,Ethics an business,empirical analyses of ethical decision-making in business dilemmas,NULL
TT000179078,NULL,"Schumannfest 2, 1985, Düsseldorf",NULL,NULL
HT019568192,NULL,"Edith-Stein-Gesamtausgabe, 1: Aus dem Leben einer jüdischen Familie, und weitere autobiographische Beiträge",NULL,NULL
HT005540969,NULL,Ökologie als Disziplin?,"Perspektiven ökologischer Umorientierung in den Wissenschaften, Übersetzbarkeit in Lehre und Berufspraxis ; Bericht der Tagung vom 21. - 23. Mai 1985",NULL
HT006545286,NULL,9. Rundgespräch Geodynamik des Europäischen Variszikums,die altpaläozoische und variszische Entwicklung im nördlichen Mitteleuropa ; Wernigerode 1993 ; mit 28 Tabellen im Text,NULL
HT013972714,NULL,"Werke, 3: Zeichnungen japanischer Pflanzen","(Originalmanuskript in der British Library, London ; Signatur: Sloane 2914)",NULL
HT013973597,NULL,"Werke, 6: Rußlandtagebuch 1683",NULL,NULL
HT018546313,NULL,Kinder und Jugendliche,NULL,NULL
HT016153748,NULL,Glaubensflüchtlinge,"Ursachen, Formen und Auswirkungen frühneuzeitlicher Konfessionsmigration in Europa",NULL
HT018710036,NULL,"Das Tafelgutverzeichnis des Bischofs von Münster 1573/74, 2: Das Amt Wolbeck",NULL,NULL
HT018275253,NULL,700 Jahre Stadtrechte Schönau,14. August 1296 bis 1996,NULL
HT017515216,NULL,Willkommen in Hürth!,"... mit vielen Gutscheinen für Kino, Theater, Schwimmbad etc.",NULL
HT017603970,NULL,National identity or International integration?,Japan and Germany facing the challenges of globalization,NULL
HT018868199,NULL,"Meine Röhrsdorfer Geschichten, 1: Ortswechsel",NULL,NULL
HT016036623,NULL,"Joseph Beuys: Künstler, Krieger und Schamane",die Bedeutung von Trauma und Mythos in seinem Werk,NULL
HT015257271,NULL,Nebenstelle des Amtes Liesborn-Wadersloh von 1955 bis 1974,NULL,NULL
HT019280143,NULL,Schulpsychologischer Dienst - Angebote für Schulen,NULL,NULL
HT010917244,NULL,Bildungsinteressen und -chancen von Jugendlichen der 2. und 3. Migrantengeneration,NULL,NULL
HT015353088,NULL,"""Von deinem lieben Sohne kommt all das Leuchten dein""","Johann Khuen, 1638 ; zur Theologie der Marienverehrung",NULL
HT015353056,NULL,Fahnen und Fahnenabteilung,NULL,NULL
HT015353091,NULL,Der Rosenkranz,NULL,NULL
HT015353090,NULL,Vom unersetzbaren geistlichen Wert einer Wallfahrt zur Muttergottes,NULL,NULL
HT015353101,NULL,Marianische Sodalitäten,NULL,NULL
HT019067063,NULL,Expression von humanem Alpha s1-Casein in Leukozyten und leukozytären Zellen,NULL,NULL
HT017182599,NULL,"Königswinter in Zeit und Bild, 2",NULL,NULL
HT004680064,NULL,Festheft fuer Guenther Wendt,zum 65. Geburtstag am 23. September 1984,NULL
HT017158170,NULL,Max-Pechstein-Förderpreis der Stadt Zwickau 1995,"Becker, Häussler, Heisterkamp, Herrmann, Milev, Müller, Munk, Steiner ; [Städtisches Museum Zwickau, 1995 ; ... anläßlich der Ausstellung des Max-Pechstein-Förderpreises der Stadt Zwickau 1995]",NULL
HT006223613,NULL,Frei-Räume,Streitschrift d. Feministischen Organisation von Planerinnen und Architektinnen - FOPA e.V.,NULL
HT006995417,NULL,Jahresbericht ... Landvolkshochschule Anton Heinen,NULL,NULL
HT018750415,NULL,Häuser für Bücher,NULL,NULL
HT014381003,NULL,"Zur Geschichte des Evangelischen Schulzentrums Hilden, 3: Das Schulzentrum der Ev. Kirchengemeinde Hilden in den Jahren von 1962 bis 1972",NULL,NULL
HT013930516,NULL,In Wesel verschwinden - in Maastrich aufgetaucht,ein Apothekermörser des Tilman van Venlo,NULL
HT007053925,NULL,Jahresspiegel,NULL,Overberg-Kolleg
HT017465837,NULL,":RegioGrün, 1: Projektdossier",NULL,NULL
HT017465845,NULL,":RegioGrün, 2: Projekte",NULL,NULL
HT015049153,NULL,Bildung über Grenzen,Erwachsenenbildung in europäischen Grenzregionen,NULL
HT015051268,NULL,"""...tief aus dem Uedemer Knollenland",Uedemer Leben um die Wende vom 19. zum 20. Jahrhundert,NULL
HT014374374,NULL,"In Sprache gebunden, 7",NULL,NULL
HT016891070,NULL,Der Gegenstand als Kunstobjekt,Anmerkungen zu einer dialektischen Annäherung von Kunst und Leben in der zeitgenössischen Kunst,NULL
HT019058073,NULL,Nasaler kontinuierlicher positiver Atemwegsdruck bei Patienten nach großem thorakalem Gefäßeingriff,NULL,NULL
HT018787654,NULL,SOS Fantômes,"Geisterjäger, Sportsfreunde, Prepper und Sammeltassen : Überlebensstrategien an runden Tischen, in Bibliotheken, Zoos und Theaterfoyers",NULL
HT019033103,NULL,Kirchengeschichte regional,NULL,NULL
HT018904700,NULL,Kul-tour-radeln links und rechts der Weser,NULL,NULL
HT011113422,NULL,Aus dem Meer gekippt,Ausstellung vom 11. April - 7. Mai 1983,NULL
TT002708520,NULL,"Kölner Kirchen und ihre Ausstattung in Renaissance und Barock, 2",NULL,NULL
HT008955923,NULL,Nachhaltiges Wirtschaften in der Region,"ökonomische, ökologische und gesellschaftliche Aspekte einer nachhaltigen Regionalentwicklung",NULL
HT006809399,NULL,Forensic odontology & anthropology,NULL,NULL
HT006845448,NULL,"Kies, Spat und Eisen",[aus der Geschichte des Dorfes Meggen (1800 - 1995)],NULL
HT013282935,NULL,Johann Joseph Couven,Mythos und Erbe eines großen Meisters ; eine Spurensuche im Dreiländereck,NULL
HT016444442,NULL,Berufliches Risiko und soziale Sicherheit,"Beiträge zur Tagung ""Vergangenheit und Zukunft sozialer Sicherungssysteme am Beispiel der Bundesknappschaft und ihrer Nachfolger"" im Deutschen Bergbau-Museum Bochum, 8. und 9. Oktober 2009",NULL
HT015258835,NULL,"Wir bauen für Köln, 2",NULL,NULL
HT015259436,NULL,Kreisführerschule der NSDAP und NSV Kindergarten,NULL,NULL
HT015926901,NULL,Die so genannten Konfessionslosen und die Mission der Kirche,Festgabe für Hartmut Bärend,NULL
HT015259503,NULL,Kolpingheim im Keller der Abtei,NULL,NULL
HT015259933,NULL,Historisch-politische Rahmenbedingungen der letzten 100 Jahre,NULL,NULL
HT015259936,NULL,Spezialgeschäfte,NULL,NULL
HT018535695,NULL,"Die Leute von Heseloh, 2: Mendocino",NULL,NULL
HT015259422,NULL,Pastorat im Südflügel der Abtei,NULL,NULL
HT015331605,NULL,Fast 50 Jahre Bundeswehr in Ahlen,die militärische Entwicklung und Gliederung des Panzergrenadierbataillons 192,NULL
HT015331607,NULL,Opa Grasgrün: Erinnerungen an ein Original,NULL,NULL
HT015331622,NULL,Arbeitskreis Familienforschung Ahlen und Umgebung e. V.: 10 Jahre - ein Überblick,NULL,NULL
HT015331619,NULL,Das Haus am Werseteich,NULL,NULL
HT019056660,NULL,Viroid evolution and viroid-induced pathogenesis networks in host plants,NULL,NULL
HT016321327,NULL,Hydraulische und hydrogeochemische Modellierung,NULL,NULL
HT012785597,NULL,"Landschaft und Landschaftswandel anschaulich vermitteln, 1",NULL,NULL
HT012787451,NULL,Symposium Naturschutz und Umweltschutz in Ballungsräumen,"am 10 Januar 1986 in Bochum, Ruhr-Universität veranstaltet ; Kurzfassung der Vorträge",NULL
BT000065367,NULL,Turnen und Sport in Helpup,1911 - 1986,NULL
BT000065593,NULL,80 Jahre SPD-Ortsverein Holzhausen-Externsteine/Fromhausen,NULL,NULL
HT019124602,NULL,Jugend im Fokus von Film und Fotografie,zur visuellen Geschichte von Jugendkulturen im 20. Jahrhundert,NULL
HT018462157,NULL,20 Jahre Hammer Künstlerbund,Porträts und Arbeiten der Künstler,NULL
HT015014626,NULL,"Gitarren, Keyboards und mehr im Musikhaus Stork","warum man vermeiden sollte, sich ein Klavier auf den Fuß fallen zu lassen",NULL
HT015010772,NULL,Lebensberichte von Mitmenschen in Winz-Baak von den 20er Jahren bis in die 50er Jahre,NULL,NULL
HT015011393,NULL,Zur Stimmfindung diente die Flöte,"100 Jahre Gesangverein ""Deutsche Eiche"" Kirchlengern",NULL
HT015012383,NULL,Die Fahne wird noch immer in Ehren gehalten,der Turn- und Sportverein Eintracht Südlengern besitzt ein schönes Sportlerheim,NULL
HT015014100,NULL,Festdage ümme 1910,Seo hät muine Mudder un muin Unkel August mui dat vortellt ... (Festtage um 1910),NULL
HT015011406,NULL,Der Imkerverein Kirchlengern und Umgegend,"von der Zucht und Verbreitung ""stechunlustiger und frommer"" Honigbienen",NULL
HT015014426,NULL,Firma Kuhle - seit fast 100 Jahren in Südlengern,"erst Fahrräder, dann Motorräder, jetzt Automobile",NULL
HT015010489,NULL,Schulqualität in der Einwanderungsgesellschaft,Strategien und Fallbeispiele,NULL
HT019320475,NULL,Visus,NULL,NULL
HT015011430,NULL,Die Arbeit der CDU-Ortsunion in Südlengerheide,seit rund 50 Jahren gestalten wir das Leben in unserem Ortsteil aktiv mit,NULL
HT019320498,NULL,Tanz,NULL,NULL
HT015010853,NULL,Mit dem Rad in Südlengern unterwegs,"""Ring 3"" führt durch Südlengern und verbindet Kirchlengern und Bünde miteinander",NULL
HT015014134,NULL,"Reesbergfeste, Spuk- und Jagdgeschichten",durch die Mülldeponie hat sich im Reesberg einiges verändert,NULL
HT019495852,NULL,Untersuchungen zur Reaktivität von ausgewählten Phosphanen und Phospheten gegenüber Lewis-Säuren,NULL,NULL
HT008061852,NULL,"Folgen und Chancen des Truppenabbaus in Nordrhein-Westfalen, 2",NULL,NULL
HT018511749,NULL,Jahrestagung Stahl 2014,NULL,NULL
HT006649740,NULL,Lokale Ökonomie und nachhaltige Entwicklung,"Initiativen für Arbeit und Ökologie im Gespräch ; Reader zur Tagung von BUND-NW, Ökologie-Stiftung NW, Netz für Selbstverwaltung und -organisation NW am 18.2.1995 in Essen",NULL
HT015353629,NULL,Leitthema Lernkultur,NULL,NULL
HT017218017,NULL,Globalisierung - Segen oder Fluch?,Entscheiden und Bekennen ; ein Kirchenkreis stellt sich den Herausvorderungen,NULL
HT017249758,NULL,Der grundrechtsgeprägte Verfassungsstaat,Festschrift für Klaus Stern zum 80. Geburtstag,NULL
HT019096376,NULL,A little night music,"(Das Lächeln einer Sommernacht) : Musical in zwei Akten : [Premiere 21. Mai 2016, Stadttheater]",NULL
HT017741593,NULL,21 Fallstudien aus dem Handel,Fallstudien zum Handelsmanagement,NULL
HT019086048,NULL,Spielzeit 2009/10,NULL,NULL
HT017637094,NULL,Natur und Kultur der Senne in 12 Stationen,NULL,NULL
HT019056689,NULL,Viroid evolution and viroid-induced pathogenesis networks in host plants,NULL,NULL
HT015770934,NULL,Faire revivre l'arbre entier,die Freilassung der gefangenen Jesuiten aus der Engelsburg (1775/76) nach den Berichten des kurkölnischen Ministers Marchese Tommaso Antici aus Rom,NULL
HT015746826,NULL,"Die Spürnasen vom Schraberg, [3].: ... und der Fluch der grünen Diamanten",NULL,NULL
HT018698320,NULL,Orgeldenkmalpflege,"Klangdenkmale für die Zukunft bewahren; Dokumentation zum 19. Kölner Gespräch zu Architektur und Denkmalpflege in Wuppertal-Barmen, 17. November 2014",NULL
HT015740340,NULL,Feste feiern im Ruhrgebiet,"Feste und Feiern als Spiegel der Geschichte? ; Feste zwischen Konfession und Klasse ; Maifeiern auf Ansichtskarten ; Turn-, Spiel- und Sportfeste ; Festkultur des Berg- und Hüttenmännischen Vereins ; Firmenjubiläum ; Frauenfestival ""femme fatale""",NULL
HT014616524,NULL,Entdeckungsreise Autobahn,das Handbuch zu touristischen Hinweisschildern ; mit tollen Tipps für kleine Entdecker,NULL
HT019504813,NULL,"Utermann 1853, 2",NULL,NULL
HT009333812,NULL,Schücking-Jahrbuch,NULL,NULL
HT018187795,NULL,Und ich schaue den Leib des Lebens,Gedichte,NULL
HT013952359,NULL,Blessen - 3. März 1945,"als die ""Amis"" kamen",NULL
HT003036992,NULL,Bildung und Erziehung,NULL,NULL
HT019070020,NULL,Die Wirkung von Adenosin auf die Hyaluronsäure-Synthese und die mRNA Expression der Hyaluronsäuresynthasen 1-3 an humanen koronar-arteriellen glatten Muskelzellen,NULL,NULL
HT019103102,NULL,Central academic facility of the University of Paderborn,NULL,NULL
HT018798947,NULL,Willkommen in Hürth!,"... mit vielen Gutscheinen für Kino, Theater, Schwimmbad etc.",NULL
HT014258457,NULL,Die Eremitage auf dem Graffen berg,NULL,NULL
HT018326017,NULL,"Kunstpreis Wesseling, 9: Punkt ohne Wiederkehr","Ausstellung vom 19. August bis 23. September 2012, Ausstellungsort: Kulturzentrum Schwingeler Hof, Wesseling",NULL
HT012933825,NULL,175 Jahre Landeskulturverwaltung,von der königlich-preußischen Generalkommission zur grünen Umweltverwaltung,NULL
HT016215364,NULL,"Proceedings 17th Conference on Engineering Geology and Forum Young Engineering Geologists Zittau, 07 to 10 May 2009",NULL,NULL
HT018670947,NULL,Marienkapelle am Bramberg,NULL,NULL
HT014775171,NULL,Schwerpunktthema: 500 Jahre Philipp von Hessen,NULL,NULL
HT016614858,NULL,"Diese Landschaft ist nirgendwo, Ulrich Möckel, Christoph Seidel, 2: Die Dokumentation",NULL,NULL
HT013349035,NULL,Zehn Jahre Truppenabbau und Konversion in Nordrhein-Westfalen,NULL,NULL
HT013349626,NULL,Achtung! Toleranz,Reader für MultiplikatorInnen in der Jugend- und Bildungsarbeit,NULL
HT014925398,NULL,Pastor Johann Diederich Angelkorte in Hemer (1735 - 1751),der Protagonist des Herrnhutertums in der Grafschaft Mark,NULL
HT013399915,NULL,"Der Rheinisch-Bergische Kreis und seine Gemeinden, 2: Umrechnung der Ergebnisse der Volkszählung vom 27.5.1970 auf die neuen Gemeinden",NULL,NULL
HT013399920,NULL,"Der Rheinisch-Bergische Kreis und seine Gemeinden, 6: Wanderungsströme 1976",NULL,NULL
HT013395834,NULL,Die neue Trinkwasserverordnung,Dokumentation zum 15. Mülheimer Wassertechnischen Seminar vom 16. und 17.05. 2001,NULL
HT018459214,NULL,"ICCT 2014, International Conference Industrial Chimneys & Cooling Towers",NULL,NULL
TT002227977,NULL,Säkularisierung 1803,200 Jahre Kreis Warendorf (1803 - 2003),NULL
HT015014144,NULL,Das Spritzenhaus in Südlengern war groß genug!,"wie wir es schafften, dass das neue Feuerwehrfahrzeug hineinging",NULL
HT015014525,NULL,Hunger - der erste Werkmarkt in Deutschland,Jungunternehmer aus Südlengern ahnte rasante Entwicklung der Baumärkte voraus,NULL
HT015011341,NULL,Der evangelische Kindergarten in Südlengern,inzwischen ist aus dem Kindergarten eine Tageseinrichtung geworden,NULL
HT015010754,NULL,Die Gefallenen der beiden Weltkriege,"""Vergiss, mein Volk, die teuren Toten nicht"" ; aus kirchlichen, amtlichen und persönlichen Dokumenten",NULL
HT015011373,NULL,Die Jugend ansprechen,TEN SING Südlengern besteht aus ca. 80 Jugendlichen,NULL
HT015014083,NULL,Wie de Uisenbahn in iuse Giegend kamm,(Wie die Eisenbahn in unsere Gegend kam),NULL
HT015014598,NULL,WBK Maschinenbauteile GmbH,moderne Technik ist Voraussetzung für Präzisionsarbeit im Maschinen- und Werkzeugbau,NULL
HT015014189,NULL,"Seit 1979 Klönschnack bei ""Koki""",die Altentagesstätte Südlengern-Dorf fühlt sich in ehemaliger Zigarrenfabrik sehr wohl,NULL
HT015014619,NULL,"""Schilder Körber"" seit 1999 mit ISO-Zertifikat","mit moderner Technik entstehen Kfz-Kennzeichen, Gravuren und Schilder aller Art",NULL
HT015012373,NULL,Auch ein Jubiläum in 2001,der Schützenverein Dreiländereck besteht 75 Jahre,NULL
HT015014401,NULL,"Von ""Babutz"" und ""Tiahnebriaker""","man muss eine ""leichte Hand"" haben und sollte nicht gegen den Strich rasieren",NULL
HT014283792,NULL,Martin Luther zum fünfhundertsten Geburtstag,NULL,NULL
HT018911136,NULL,Minijob - da ist mehr für Sie drin,NULL,NULL
HT013302472,NULL,"Archiv, Bildung, Pädagogik",ABP ; Mitteilungsblatt der MitarbeiterInnen der historischen Bildungsarbeit und der ArchivpädagogInnen an Staats- und Kommunalarchiven der Bundesrepublik Deutschland,NULL
HT013633489,NULL,Gesichter und Figuren,"Galerie Hachmeister, 24. Nov. 1982 - 31. Jan. 1983",NULL
HT013634305,NULL,Landesjugendring Nordrhein-Westfalen,Satzung und Anschriften,NULL
HT013631687,NULL,"Was tun mit den ""schwierigen"" Schülern?",neue Strategien der Erziehungshilfe in der Zusammenarbeit mit den Schulen,NULL
HT013268175,NULL,"Die Struktur der Forst- und Landwirtschaft und deren Entwicklungsmöglichkeiten im Bereich des Landschaftsplanes Büren-Wünnenberg, Kreis Paderborn",NULL,NULL
HT018473575,NULL,ADAC-Motorrad/Oldtimer-Tourenkarte,NULL,NULL
HT018458916,NULL,"""Freiheit und Gnade"" und weitere Beiträge zu Phänomenologie und Ontologie",NULL,NULL
HT018925603,NULL,"Meine Röhrsdorfer Geschichten, 4: Interessen",NULL,NULL
HT018925620,NULL,"Meine Röhrsdorfer Geschichten, 6: Dorfkultur",NULL,NULL
HT015764126,NULL,"Rückblick - Ausblick, 96/07",NULL,NULL
HT015764142,NULL,"Rückblick - Ausblick, 07/08",NULL,NULL
HT015333203,NULL,Hin und Her,Zu- und Abwanderung im Ruhrgebiet ; Migration im industriellen Wandel ; Reformation und Wanderungsbewegung ; Auswanderung in eine (vermeintlich) bessere Zukunft (USA/SU) ; Rückwege und Zuwanderung - Juden im Ruhrgebiet nach 1945 ; Brieftauben über dem Revier,NULL
HT015331643,NULL,"Von der Eigenkirche zur Pfarrkirche: Patron, Provisoren und Kirchenvorsteher von St. Pankratius",St. Pankratius als Eigenkirche gegründet,NULL
HT007066099,NULL,NRW-SPD intern,Informationsdienst der NRW-SPD,NULL
HT007062723,NULL,Euregio business magazine,NULL,NULL
HT015331589,NULL,"100 Jahre ""Altes Rathaus"" am Markt",NULL,NULL
HT018714807,NULL,"Aachener Bläserbuch zum diözesanen Gotteslob-Eigenteil, Part",NULL,NULL
HT018714820,NULL,"Aachener Bläserbuch zum diözesanen Gotteslob-Eigenteil, Einz,2,C",NULL,NULL
HT018714822,NULL,"Aachener Bläserbuch zum diözesanen Gotteslob-Eigenteil, Einz,3,C",NULL,NULL
HT018714823,NULL,"Aachener Bläserbuch zum diözesanen Gotteslob-Eigenteil, Einz,4,C",NULL,NULL
HT013441051,NULL,Zwölf Vorträge für Rotarier aus den Jahren 1962 - 1980,NULL,NULL
HT006851602,NULL,Qualitätsentwicklung,NULL,NULL
HT015212982,NULL,Die Projektarbeit als Transferelement in der wissenschaftlichen Weiterbildung,am Beispiel des weiterbildenden Studiums IT-Sicherheit,NULL
HT006997791,NULL,Geschäftsbericht,NULL,Volksbank Lippstadt
HT007001587,NULL,Düsseldorf's Überblick,NULL,NULL
HT019534590,NULL,Auf dem Eis,NULL,NULL
HT006998732,NULL,Heimat-Blätter Lüchtringen,NULL,NULL
